District,Type,Population,Area (Sq. Mile),% Pop 18 to 24,% Male,Liquor Licenses/Sq. Mi.,Faith Orgs/Sq. Mi.,Parks/Sq. Mi.,Avg Residential Value,Total Offenses
185900,CensusTract,-1.491044402,-0.502146397,-0.1880204,-0.768708218,-0.350841929,1.522133958,-0.131716881,-0.292142144,-0.649181519
186000,CensusTract,-1.273715753,-0.445923934,-0.517191044,-0.457290328,-0.137646274,0.037405204,-0.205180997,0.143274707,-0.482291058
186100,CensusTract,-0.521283793,-0.502146397,0.040361548,-0.754126765,-0.497414141,2.195619365,3.100716884,-0.305463598,0.241652696
186200,CensusTract,-1.300196975,-0.464664755,-0.260123318,0.350790885,-0.378760428,0.688294896,-0.183025067,-0.313334065,-0.355995574
186300,CensusTract,0.385469771,0.041337409,1.103017811,7.376220869,2.89511709,-0.568476668,0.395798703,1.41688018,3.923767452
186400,CensusTract,-1.098391801,-0.295997367,5.172977862,-0.777984874,-0.179841278,0.018016866,-0.670455622,4.223286828,-1.137073
186500,CensusTract,-1.076476307,-0.014885054,-0.037827854,2.174760762,3.378601092,-0.124163426,0.011947012,-0.223659418,1.866203531
186600,CensusTract,-0.633600699,-0.108589158,-0.150194052,0.494818832,-0.226255813,-0.835064557,2.144455265,-0.314375587,-0.452220705
186800,CensusTract,-1.124873023,3.302240241,-0.4095997,2.807213596,-0.5436304,-0.835064557,-0.439914215,0.884358446,0.345395415
186900,CensusTract,-0.577898819,-0.520887218,-0.243120305,-0.831218601,-0.179841282,-0.835064557,5.016233442,1.091553231,-1.472357439
187000,CensusTract,0.403732683,-0.595850501,0.70078767,0.372866755,3.135477779,0.078951961,2.254127182,1.242366266,-0.13347496
187400,CensusTract,-0.461016184,0.416153826,0.570039164,1.326772266,2.878052845,-0.835064557,-0.670455622,0.981563545,1.987236702
